00,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
224,6611468,2016-12-09 11:32:31,2016-12-09 12:25:24,2016-12-09 12:25:24,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2132 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763157528337, -122.415241067614)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584b06c03da19793c74c6511/report.jpg
225,6611443,2016-12-09 11:27:43,2016-12-09 13:30:52,2016-12-09 13:30:52,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 15TH ST,9,Mission,"(37.766841299404, -122.411580146314)",Voice In,
226,6611322,2016-12-09 11:04:28,,2016-12-09 11:05:47,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SHOTWELL ST and 17TH ST,9,Mission,"(37.7636351799971, -122.416227315149)",Voice In,
227,6611292,2016-12-09 10:57:13,2016-12-09 12:10:24,2016-12-09 12:10:24,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584afe7d3da19793c74c63c2/photo_20161209_105439.jpg
228,6610865,2016-12-09 09:42:08,,2016-12-09 10:42:01,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.748886738082, -122.406675527324)",Open311,
229,6610728,2016-12-09 09:21:49,2016-12-15 09:15:25,2016-12-15 09:15:25,Closed,Area Cleaned - 12/11/16 duplicate.gd,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"240 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764751154394, -122.416438535593)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ae81d3da19793c74c5d93/report.jpg
230,6610719,2016-12-09 09:20:59,,2016-12-09 09:20:59,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2000 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765099046216, -122.415615517012)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ae7eb3da19793c74c5d5d/report.jpg
231,6610710,2016-12-09 09:20:18,,2016-12-09 10:26:30,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2000 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765099046216, -122.415615517012)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ae7bb3da19793c74c5d20/report.jpg
232,6610704,2016-12-09 09:19:41,,2016-12-09 09:19:41,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ae79e3da19793c74c5d06/report.jpg
233,6610669,2016-12-09 09:14:19,2016-12-09 18:25:32,2016-12-09 18:25:32,Closed,Area Cleaned - 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 17TH ST,9,Mission,"(37.7642514416934, -122.411330111097)",Voice In,
234,6610646,2016-12-09 09:10:49,2016-12-09 11:31:20,2016-12-09 11:31:20,Closed,Case Transferred - transferred to case 6611443,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and,9,Mission,"(37.768113902, -122.411702174)",Open311,
235,6609930,2016-12-08 21:26:21,2016-12-12 01:03:10,2016-12-12 01:03:10,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and FLORIDA ST,9,Mission,"(37.7617009755953, -122.411090102877)",Open311,
236,6608999,2016-12-08 14:54:46,2016-12-08 15:55:05,2016-12-08 15:55:05,Closed,Area Cleaned - no needles found but need a crew for the tents andpolice for the homeless hear,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2050 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761015579909, -122.410534254165)",Open311,
237,6608972,2016-12-08 14:50:00,2016-12-12 01:03:14,2016-12-12 01:03:14,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"517 YORK ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.762709273118, -122.409066623248)",Open311,
238,6608613,2016-12-08 13:27:09,2016-12-11 12:16:02,2016-12-11 12:16:02,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Voice In,
239,6607889,2016-12-08 10:39:49,2016-12-08 12:55:05,2016-12-08 12:55:05,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2091 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763852423965, -122.415117797707)",Voice In,
240,6607460,2016-12-08 09:22:30,2016-12-12 01:03:21,2016-12-12 01:03:21,Closed,Area Cleaned - 09:50AM SFPD Dispatcher 232 CAD# 163431063,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and HARRISON ST,9,Mission,"(37.7654474943791, -122.413105187419)",Voice In,
241,6607077,2016-12-08 08:16:09,2016-12-12 09:31:02,2016-12-12 09:31:02,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1863 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767249811484, -122.419699355551)",Web Self Service,http://mobile311.sfgov.org/media/san_francisco/report/photos/5849873e3da19793c74c3d4f/20161207_155933537_iOS.jpg
242,6606993,2016-12-08 07:51:26,2016-12-12 01:12:08,2016-12-12 01:12:08,Closed,Area Cleaned - 07:58AM SFPD Dispatcher 61 CAD# 30681.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"44 POTRERO AVE, SAN FRANCISCO, CA, 94103",10,Mission,"(37.768646511805, -122.408012939533)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584981703da19793c74c3c6b/report.jpg
243,6606678,2016-12-07 23:02:46,2016-12-12 01:03:35,2016-12-12 01:03:35,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SOUTH VAN NESS AVE and 26TH ST,9,Mission,"(37.7491721206718, -122.415954626097)",Voice In,
244,6606526,2016-12-07 20:29:00,,2016-12-07 22:22:23,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5848e1823da19793c74c374e/report.jpg
245,6606377,2016-12-07 19:24:12,2016-12-11 20:25:04,2016-12-11 20:25:04,Closed,Area Cleaned - Called 415.553.0123 SFPD for Homeless Assistance CAD# 163422213,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5848d2503da19793c74c36ad/photo_20161207_192257.jpg
246,6604566,2016-12-07 11:24:52,2016-12-11 00:27:15,2016-12-11 00:27:15,Closed,Area Cleaned - 07:07AM SFPD Dispatcher 141 CAD # 163420607.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"499 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763566099551, -122.412057986203)",Voice In,
247,6604282,2016-12-07 10:20:54,2016-12-07 12:13:41,2016-12-07 12:13:41,Closed,Case is Invalid - Need to report to SFPD - Occupied vehicle.,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1800 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767899373303, -122.415713852066)",Voice In,
248,6604079,2016-12-07 09:46:09,2016-12-07 12:24:19,2016-12-07 12:24:19,Closed,Insufficient Information - Insufficient infomation provided for action to be taken.,Police - Homeless Concerns Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and VALENCIA ST,8,Mission,"(37.7649173279987, -122.421886343791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58484ad73da19793c74c22fb/photo_20161207_094439.jpg
249,6603868,2016-12-07 09:11:38,2016-12-11 00:27:19,2016-12-11 00:27:19,Closed,Area Cleaned - 09:33AM SFPD Dispatcher 104  (HOLD 8 minutes) CAD# 1077,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of DIVISION ST and BRANNAN ST,6,Mission,"(37.769243953611, -122.408007171216)",Voice In,
250,6603544,2016-12-07 08:17:44,2016-12-07 08:55:12,2016-12-07 08:55:12,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"238 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762869104608, -122.418485437715)",Voice In,
251,6603351,2016-12-07 07:04:55,2016-12-11 00:27:38,2016-12-11 00:27:38,Closed,Area Cleaned - 08:39AM SFPD Dispatcher 206 CAD# 163420846,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1941 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76654276882, -122.413051590739)",Open311,
252,6603347,2016-12-07 07:01:04,2016-12-11 00:27:39,2016-12-11 00:27:39,Closed,Area Cleaned - 07:07AM SFPD Dispatcher 141 CAD # 163420607.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763833042374, -122.412416363753)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584824243da19793c74c1a24/report.jpg
253,6602998,2016-12-06 21:38:45,2016-12-10 00:26:34,2016-12-10 00:26:34,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"612 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760902390379, -122.412172459157)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5847a0593da19793c74c14da/report.jpg
254,6602707,2016-12-06 17:02:58,2016-12-07 09:40:15,2016-12-07 09:40:15,Closed,"Area Cleaned - Dpw do not move  encampments will brush up , issue needs to be addressed by SFPD",DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and BRYANT ST,10,Mission,"(37.7643099589813, -122.410363805924)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58475fb93da19793c74c108f/photo_20161206_170244.jpg
255,6602645,2016-12-06 16:47:55,2016-12-07 16:55:20,2016-12-07 16:55:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 13TH ST and HWY 101 S ON RAMP,9,Mission,"(37.769805495, -122.41812502)",Open311,
256,6602532,2016-12-06 16:23:15,2016-12-10 17:25:18,2016-12-10 17:25:18,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,
257,6602510,2016-12-06 16:17:47,2016-12-10 17:25:19,2016-12-10 17:25:19,Closed,Area Cleaned - advise sfpd - occupied again,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"298 ALABAMA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76576317037, -122.412789833467)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5847550a3da19793c74c0efb/report.jpg
258,6602309,2016-12-06 15:05:24,,2016-12-06 15:07:20,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and CALEDONIA ST,9,Mission,"(37.7665704473143, -122.421531181949)",Voice In,
259,6602273,2016-12-06 14:49:22,2016-12-07 16:10:17,2016-12-07 16:10:17,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"240 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764751154394, -122.416438535593)",Web Self Service,
260,6601922,2016-12-06 13:49:42,,2016-12-06 13:49:42,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5847326b3da19793c74c06f1/report.jpg
261,6601919,2016-12-06 13:48:30,2016-12-10 13:15:46,2016-12-10 13:15:46,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"62 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76746283254, -122.416770190415)",Voice In,
262,6601914,2016-12-06 13:48:01,2016-12-06 14:26:00,2016-12-06 14:26:00,Closed,Case is Invalid - Please contact SFPD @ 415-553-0123 while incident is occurring.,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"475 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763574702057, -122.412058874363)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584732063da19793c74c06d3/report.jpg
263,6601900,2016-12-06 13:44:45,,2016-12-06 14:47:11,Open,sent,SFMTA - Parking Enforcement - G,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALABAMA ST and MARIPOSA ST,9,Mission,"(37.7629159503568, -122.412173233346)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584731433da19793c74c06c5/report.jpg
264,6601881,2016-12-06 13:41:10,,2016-12-06 13:41:10,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,
265,6601449,2016-12-06 12:11:02,,2016-12-06 12:56:44,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2951 22ND ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755639154653, -122.413419651419)",Open311,
266,6601286,2016-12-06 11:39:32,2016-12-10 13:15:56,2016-12-10 13:15:56,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"450 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763582338878, -122.411750692119)",Voice In,
267,6601126,2016-12-06 11:16:59,,2016-12-06 11:20:53,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FOLSOM ST and 16TH ST,9,Mission,"(37.7653147489607, -122.415308353435)",Voice In,
268,6601015,2016-12-06 10:58:13,2016-12-10 12:25:39,2016-12-10 12:25:39,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"50 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768695167542, -122.414687914668)",Open311,
269,6600858,2016-12-06 10:35:00,2016-12-10 11:31:21,2016-12-10 11:31:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FOLSOM ST,9,Mission,"(37.7636968300285, -122.415155221016)",Voice In,
270,6600622,2016-12-06 09:55:53,2016-12-07 06:25:09,2016-12-07 06:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.7489895689, -122.416097672246)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5846fb993da19793c74bf607/report.jpg
271,6600390,2016-12-06 09:23:26,2016-12-06 10:31:06,2016-12-06 10:31:06,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2091 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763852423965, -122.415117797707)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5846f4053da19793c74bf320/report.jpg
272,6599752,2016-12-06 07:02:54,2016-12-10 08:25:14,2016-12-10 08:25:14,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5846d3153da19793c74bebb2/photo_20161206_070053.jpg
273,6599746,2016-12-06 06:57:23,,2016-12-06 06:57:23,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ALABAMA ST and MARIPOSA ST,9,Mission,"(37.7629159503568, -122.412173233346)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5846d1ca3da19793c74beb88/report.jpg
274,6599173,2016-12-05 20:06:03,,2016-12-05 20:23:03,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Open311,
275,6599077,2016-12-05 18:23:31,,2016-12-05 18:23:31,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and MISSION ST,9,Mission,"(37.7666735118861, -122.419825155814)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584620233da19793c74be17d/report.jpg
276,6599074,2016-12-05 18:22:15,2016-12-09 00:31:49,2016-12-09 00:31:49,Closed,Area Cleaned - 12:35PM SFPD Dispatcher 183 CAD# 163401723,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5846206f3da19793c74be190/report.jpg
277,6599064,2016-12-05 18:06:25,2016-12-05 19:36:49,2016-12-05 19:36:49,Closed,Case is Invalid -,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2132 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763157528337, -122.415241067614)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58461d163da19793c74be0f1/report.jpg
278,6599062,2016-12-05 18:04:52,2016-12-10 16:25:34,2016-12-10 16:25:34,Closed,Area Cleaned - Send To DPH (Health Dept).,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2132 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763157528337, -122.415241067614)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58461cba3da19793c74be0e5/report.jpg
279,6598615,2016-12-05 16:01:47,2016-12-09 00:32:11,2016-12-09 00:32:11,Closed,Area Cleaned - DPW does not move homeless encampments...Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763833042374, -122.412416363753)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845ffde3da19793c74bdb93/report.jpg
280,6597903,2016-12-05 14:12:20,2016-12-09 00:32:27,2016-12-09 00:32:27,Closed,Area Cleaned - DPW does not move homeless encampments...Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"170 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765715148828, -122.416572559083)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845e63a3da19793c74bd3e8/report.jpg
281,6597778,2016-12-05 13:52:31,2016-12-09 00:32:10,2016-12-09 00:32:10,Closed,Area Cleaned - 2:22PM SFPD Dispatcher 143 CAD# 02115,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of DIVISION ST and FLORIDA ST,9,Mission,"(37.7686928417827, -122.411758944213)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845e1953da19793c74bd349/report.jpg
282,6597601,2016-12-05 13:26:34,2016-12-09 15:21:08,2016-12-09 15:21:08,Closed,Area Cleaned - Sent through the blue button to CMMS.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"220 FLORIDA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766795378309, -122.411765890208)",Open311,
283,6597046,2016-12-05 11:53:01,2016-12-09 00:32:38,2016-12-09 00:32:38,Closed,Area Cleaned - 12:35PM SFPD Dispatcher 183 CAD# 163401723,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845c5973da19793c74bcb12/report.jpg
284,6596617,2016-12-05 10:53:16,2016-12-09 00:33:18,2016-12-09 00:33:18,Closed,Area Cleaned - 12:03PM SFPD Dispatcher 150 CAD# 163401613.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 19TH ST and TREAT AVE,9,Mission,"(37.7605644538957, -122.413755514212)",Voice In,
285,6596601,2016-12-05 10:50:58,2016-12-09 00:33:22,2016-12-09 00:33:22,Closed,Area Cleaned - DPW does not move homeless encampments...Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and 18TH ST,9,Mission,"(37.7622293284155, -122.412843768871)",Voice In,
286,6596453,2016-12-05 10:28:08,2016-12-09 00:33:29,2016-12-09 00:33:29,Closed,Area Cleaned - 12:03PM SFPD Dispatcher 150 CAD# 163401616,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2075 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764097916779, -122.415011903149)",Open311,
287,6596245,2016-12-05 09:57:39,2016-12-09 12:15:56,2016-12-09 12:15:56,Closed,Area Cleaned - ADVISE SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and JULIAN AVE,9,Mission,"(37.7665993360598, -122.421056485527)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845aa8a3da19793c74bc3af/report.jpg
288,6596017,2016-12-05 09:28:23,2016-12-09 00:33:39,2016-12-09 00:33:39,Closed,Area Cleaned - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.7489895689, -122.416097672246)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845a3aa3da19793c74bc091/report.jpg
289,6595948,2016-12-05 09:19:25,2016-12-09 11:15:42,2016-12-09 11:15:42,Closed,Area Cleaned - property was claimed. advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and MARIPOSA ST,9,Mission,"(37.7630293653036, -122.410244024427)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5845a18a3da19793c74bbfb9/photo_20161205_091855.jpg
290,6595846,2016-12-05 09:04:44,2016-12-09 00:33:17,2016-12-09 00:33:17,Closed,Area Cleaned - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2000 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765099046216, -122.415615517012)",Open311,
291,6595758,2016-12-05 08:52:10,2016-12-05 10:14:56,2016-12-05 10:14:56,Closed,Case is a Duplicate -,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
292,6595735,2016-12-05 08:48:11,2016-12-09 00:33:41,2016-12-09 00:33:41,Closed,Area Cleaned - 09:29AM SFPD Dispatcher 17 CAD# 1034,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of YORK ST and 18TH ST,10,Mission,"(37.76181718584, -122.409156844079)",Voice In,
293,6595696,2016-12-05 08:43:39,2016-12-09 10:15:49,2016-12-09 10:15:49,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584599313da19793c74bbdfa/report.jpg
294,6595651,2016-12-05 08:37:30,2016-12-09 00:33:47,2016-12-09 00:33:47,Closed,Area Cleaned - 12:03PM SFPD Dispatcher 150 CAD# 163401622.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"55 ERIE ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769204578783, -122.416754982389)",Open311,
295,6595423,2016-12-05 07:57:46,2016-12-09 09:30:35,2016-12-09 09:30:35,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58458e703da19793c74bb9ba/report.jpg
296,6595417,2016-12-05 07:56:46,2016-12-09 09:30:36,2016-12-09 09:30:36,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED & sent Manny to brush up,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2720 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765576233278, -122.413529489972)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58458e353da19793c74bb99f/report.jpg
